"spikeFac","species","emmean","SE","df","lower.CL","upper.CL","t.ratio","p.value","trait","amend","asymp.LCL","asymp.UCL","z.ratio","emmean.bt","LCL.bt","UCL.bt"
"1",NA,0.0538666164694942,0.638670233606513,4,-1.71936622746284,1.82709946040183,0.0843418303140798,0.936837197757307,"dry_pod_weight.corr","BS",NA,NA,NA,1.05534382728118,0.179179671088511,6.21583122133498
"2",NA,-0.158526908228238,1.10620929388836,4,-3.22985628756889,2.91280247111242,-0.143306433153359,0.892977560638209,"dry_pod_weight.corr","BS",NA,NA,NA,0.8534,0.0395631841012333,18.4083151178243
"0",NA,-1.84834281729029,0.257983718661726,6,-2.47960623588612,-1.21707939869447,-7.16457157404527,0.000373216805441631,"per_pod_weight","RW",NA,NA,NA,0.157497953052921,0.0837762071622679,0.29609367690535
"1",NA,-2.10913122490209,0.257983718661726,6,-2.74039464349792,-1.47786780630626,-8.17544314750974,0.000180354291556072,"per_pod_weight","RW",NA,NA,NA,0.121343340726193,0.0645448696531531,0.228123573844319
"2",NA,-1.68082888329937,0.257983718661726,6,-2.3120923018952,-1.04956546470355,-6.51525178417678,0.000623365232914952,"per_pod_weight","RW",NA,NA,NA,0.186219557769437,0.0990537841727773,0.350089842457276
"0",NA,-1.79399766582657,0.200778201300052,4,-2.35144732005651,-1.23654801159662,-8.93522132487647,0.000867577979518691,"per_pod_weight","BS",NA,NA,NA,0.166294051049304,0.0952312323527079,0.290384895072737
"1",NA,-1.2365337204998,0.200778201300052,4,-1.79398337472975,-0.679084066269856,-6.15870504115071,0.00352753002754402,"per_pod_weight","BS",NA,NA,NA,0.29038904502104,0.166296427590669,0.507081232531319
"2",NA,-1.25713919689635,0.347758045703982,4,-2.22267032068432,-0.291608073108376,-3.61498234886691,0.0224569909001091,"per_pod_weight","BS",NA,NA,NA,0.284466666666667,0.108319474555454,0.747061272006239
"0",NA,2.73002910782099,0.147441956154897,Inf,NA,NA,NA,1.53540091411154e-76,"pods","RW",2.44104818394725,3.01901003169472,18.515958272779,15.3333333333333,11.4850729047855,20.4710159926932
"1",NA,2.12026353620033,0.199999931230367,Inf,NA,NA,NA,2.93799533425097e-26,"pods","RW",1.72827087407832,2.51225619832234,10.6013213262465,8.33333333333531,5.63090893511104,12.3327237653343
"2",NA,2.4567357728213,0.1690308509457,Inf,NA,NA,NA,7.35198194344568e-48,"pods","RW",2.12544139269157,2.78803015295103,14.534244838006,11.6666666666667,8.37659403964122,16.2489802498464
"0",NA,2.2335922215071,0.188982231304291,Inf,NA,NA,NA,3.11148619477267e-32,"pods","BS",1.86319385443267,2.60399058858152,11.8190594221033,9.33333333333335,6.4442860498247,13.5175736206621
"1",NA,1.6094379124341,0.258198887263235,Inf,NA,NA,NA,4.56633657595574e-10,"pods","BS",1.10337739254984,2.11549843231836,6.23332629157798,5,3.01432942513095,8.29371859345265
"2",NA,0.405465108627912,0.577340961983859,Inf,NA,NA,NA,0.482493658099222,"pods","BS",-0.726102383660159,1.53703260091598,0.702297490264078,1.50000000077962,0.483790951643875,4.65076908671727
"0",NA,1.46633706879343,0.277350097615801,Inf,NA,NA,NA,1.24370239518593e-07,"flowers","RW",0.92274086635779,2.00993327122906,5.28695349811873,4.33333333333333,2.51617745349691,7.4628193459412
"1",NA,1.54044504094715,0.267261241912421,Inf,NA,NA,NA,8.22323020225233e-09,"flowers","RW",1.01662263233536,2.06426744955894,5.76381756637925,4.66666666666667,2.76384446422865,7.87952363442985
"2",NA,1.46633706879343,0.277350098112615,Inf,NA,NA,NA,1.24370245954921e-07,"flowers","RW",0.922740865384051,2.0099332722028,5.28695348864827,4.33333333333333,2.51617745104681,7.46281935320802
"0",NA,0.510825623766042,0.447213523725633,Inf,NA,NA,NA,0.253353856847295,"flowers","BS",-0.365696776135447,1.38734802366753,1.14224100271045,1.66666666666675,0.693713119694397,4.00421687138015
